Tracking ID,Section,Setting or token,Candidate kind,Trace verdict,Disposition,Root cause,Why,Trace detail,Phase 3 status,Phase 3 evidence,Current source references
CONF-053,call-to-action-social-proof,--primary,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--primary is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/call-to-action-social-proof.liquid:50: #{{ section.id }} .q-btn--primary{
sections/call-to-action-social-proof.liquid:54: #{{ section.id }} .q-btn--primary:hover{
sections/call-to-action-social-proof.liquid:201: <a href=""{{ s.cta_link | default: '#' }}"" class=""q-btn q-btn--primary"" aria-label=""{{ s.cta_label | escape }}"">{{ s.cta_label }}</a>"
CONF-054,call-to-action-social-proof,--secondary,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--secondary is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/call-to-action-social-proof.liquid:58: #{{ section.id }} .q-btn--secondary{
sections/call-to-action-social-proof.liquid:62: #{{ section.id }} .q-btn--secondary:hover{
sections/call-to-action-social-proof.liquid:204: <a href=""{{ s.cta2_link | default: '#' }}"" class=""q-btn q-btn--secondary"" aria-label=""{{ s.cta2_label | escape }}"">{{ s.cta2_label }}</a>"
CONF-055,call-to-action-split-content,--link,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--link is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/call-to-action-split-content.liquid:149: <a class=""q-btn q-btn--primary{% if s.cta_style == 'outline' %} q-btn--outline{% elsif s.cta_style == 'link' %} q-btn--link{% endif %}""
sections/call-to-action-split-content.liquid:312: #section-{{ section.id }} .q-btn--link{
sections/call-to-action-split-content.liquid:317: #section-{{ section.id }} .q-btn--link span{ position:relative; padding-right:1.25rem; }
sections/call-to-action-split-content.liquid:318: #section-{{ section.id }} .q-btn--link span::after{
sections/call-to-action-split-content.liquid:325: #section-{{ section.id }} .q-btn--link:hover span::after{ transform: translateX(2px); }"
CONF-056,featured-content-collection-spotlight,accent_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-ch-accent is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Card surface, border, body size, shadow and focus accent reach existing snippet classes.","sections/featured-content-collection-spotlight.liquid:49: --q-ch-accent: {{ section.settings.accent_color }};
sections/featured-content-collection-spotlight.liquid:201: outline: 2px solid var(--q-ch-accent, currentColor);
sections/featured-content-collection-spotlight.liquid:387: { ""type"": ""color"", ""id"": ""accent_color"", ""label"": ""Accent color"" },"
CONF-057,featured-content-collection-spotlight,border_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-ch-border is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Card surface, border, body size, shadow and focus accent reach existing snippet classes.","sections/featured-content-collection-spotlight.liquid:51: --q-ch-border: {{ section.settings.border_color }};
sections/featured-content-collection-spotlight.liquid:156: border-color: var(--q-ch-border, var(--q-cc-card-border, rgba(0,0,0,.1)));
sections/featured-content-collection-spotlight.liquid:389: { ""type"": ""color"", ""id"": ""border_color"", ""label"": ""Border color"" },"
CONF-058,featured-content-collection-spotlight,card_body_size,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-ch-card-body-size is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Card surface, border, body size, shadow and focus accent reach existing snippet classes.","sections/featured-content-collection-spotlight.liquid:39: --q-ch-card-body-size: {{ section.settings.card_body_size }}px;
sections/featured-content-collection-spotlight.liquid:160: .q-collection-highlights .q-collection-card__desc { font-size: var(--q-ch-card-body-size); }
sections/featured-content-collection-spotlight.liquid:366: { ""type"": ""range"", ""id"": ""card_body_size"", ""label"": ""Card body size"", ""min"": 12, ""max"": 22, ""step"": 1, ""default"": 14 },"
CONF-059,featured-content-collection-spotlight,shadow_strength,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-ch-shadow-strength is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Card surface, border, body size, shadow and focus accent reach existing snippet classes.","sections/featured-content-collection-spotlight.liquid:52: --q-ch-shadow-strength: {{ section.settings.shadow_strength }};
sections/featured-content-collection-spotlight.liquid:157: box-shadow: 0 8px 24px rgba(0,0,0,var(--q-ch-shadow-strength, 0));
sections/featured-content-collection-spotlight.liquid:390: { ""type"": ""range"", ""id"": ""shadow_strength"", ""label"": ""Shadow strength"", ""min"": 0, ""max"": 1, ""step"": 0.1, ""default"": 0.2 }"
CONF-060,featured-content-collection-spotlight,surface_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-ch-surface is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,"Card surface, border, body size, shadow and focus accent reach existing snippet classes.","sections/featured-content-collection-spotlight.liquid:50: --q-ch-surface: {{ section.settings.surface_color }};
sections/featured-content-collection-spotlight.liquid:155: background: var(--q-ch-surface, var(--q-cc-card-bg, transparent));
sections/featured-content-collection-spotlight.liquid:388: { ""type"": ""color"", ""id"": ""surface_color"", ""label"": ""Card surface color"" },"
CONF-061,footer-four,--secondary,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--secondary is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/footer-four.liquid:225: #FooterFour-{{ section.id }} .qf4__button--secondary {
sections/footer-four.liquid:231: #FooterFour-{{ section.id }} .qf4__button--secondary:hover {
sections/footer-four.liquid:743: <a class=""qf4__button qf4__button--secondary"" href=""{{ block.settings.secondary_url }}"">
sections/footer-four.liquid:833: <a class=""qf4__button qf4__button--secondary"" href=""{{ block.settings.button_url }}"">
sections/footer-four.liquid:961: <a class=""qf4__button qf4__button--secondary"" href=""{{ block.settings.button_url }}"">"
CONF-062,footer-one,--qf-radius,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qf-radius is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Root border radius consumes the existing radius setting.,"sections/footer-one.liquid:31: --qf-radius: {{ section.settings.radius }}px;
sections/footer-one.liquid:37: border-radius: var(--qf-radius);"
CONF-063,footer-one,radius,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--qf-radius is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Root border radius consumes the existing radius setting.,"sections/footer-one.liquid:31: --qf-radius: {{ section.settings.radius }}px;
sections/footer-one.liquid:37: border-radius: var(--qf-radius);
sections/footer-one.liquid:208: border-radius: 999px;
sections/footer-one.liquid:432: ""id"": ""radius"","
CONF-064,footer-three,--icons,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--icons is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/footer-three.liquid:627: #FooterThree-{{ section.id }} .qf3__social-link--icons,
sections/footer-three.liquid:636: #FooterThree-{{ section.id }} .qf3__social-link--icons:hover,"
CONF-065,footer-three,--minimal,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--minimal is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/footer-three.liquid:642: #FooterThree-{{ section.id }} .qf3__social-link--minimal{
sections/footer-three.liquid:646: #FooterThree-{{ section.id }} .qf3__social-link--minimal:hover{"
CONF-066,form-newsletter,--q-bg,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-newsletter.liquid:75: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-newsletter.liquid:191: <div class=""q-media"" style=""background: var(--q-bg);""></div>"
CONF-067,form-newsletter,--q-card-shadow,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-newsletter.liquid:72: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};"
CONF-068,form-newsletter,bg_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-newsletter.liquid:75: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-newsletter.liquid:191: <div class=""q-media"" style=""background: var(--q-bg);""></div>
sections/form-newsletter.liquid:317: { ""type"": ""color"", ""id"": ""bg_color"", ""label"": ""Background color"", ""default"": ""#f6f7f8"" },"
CONF-069,form-newsletter,card_shadow,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-newsletter.liquid:72: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};
sections/form-newsletter.liquid:380: { ""type"": ""range"", ""id"": ""card_shadow"", ""label"": ""Card elevation"", ""min"": 0, ""max"": 3, ""step"": 1, ""default"": 2 },"
CONF-070,form-search,--q-bg,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-search.liquid:59: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-search.liquid:184: <div class=""q-media"" style=""background: var(--q-bg);""></div>"
CONF-071,form-search,--q-card-shadow,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-search.liquid:56: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};"
CONF-072,form-search,bg_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-search.liquid:59: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-search.liquid:184: <div class=""q-media"" style=""background: var(--q-bg);""></div>
sections/form-search.liquid:654: { ""type"": ""color"", ""id"": ""bg_color"", ""label"": ""Background color"", ""default"": ""#f6f7f8"" },"
CONF-073,form-search,card_shadow,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-search.liquid:56: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};
sections/form-search.liquid:650: { ""type"": ""range"", ""id"": ""card_shadow"", ""label"": ""Card elevation"", ""min"": 0, ""max"": 3, ""step"": 1, ""default"": 2 },"
CONF-074,form-support-request,--q-bg,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared and read by no CSS rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-support-request.liquid:74: --q-bg: {{ s.bg_color | default: g.bg_contrast | default: '#f6f7f8' }};
sections/form-support-request.liquid:231: <div class=""q-media"" style=""background: var(--q-bg);""></div>"
CONF-075,form-support-request,bg_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared from this setting and read by no rule,NOT FIXED,"Original confirmed classification preserved. A consumer may exist, but the reported cascade/gate behavior has not been reproduced in a browser. Do not mark fixed from a token occurrence alone.","assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-support-request.liquid:74: --q-bg: {{ s.bg_color | default: g.bg_contrast | default: '#f6f7f8' }};
sections/form-support-request.liquid:231: <div class=""q-media"" style=""background: var(--q-bg);""></div>
sections/form-support-request.liquid:336: { ""type"": ""color"", ""id"": ""bg_color"", ""label"": ""Background color"", ""default"": ""#f6f7f8"" },"
CONF-076,form-waitlist,--q-bg,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-waitlist.liquid:71: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-waitlist.liquid:135: <div class=""q-media"" style=""background: var(--q-bg);""></div>"
CONF-077,form-waitlist,--q-card-shadow,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-waitlist.liquid:68: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};"
CONF-078,form-waitlist,bg_color,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-bg is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:7: .q-form .q-bg{ position:absolute; inset:0; z-index:0; background:var(--q-bg, transparent); overflow:hidden; pointer-events:none; }
sections/form-waitlist.liquid:71: --q-bg: {{ s.bg_color | default: C_bg_contrast }};
sections/form-waitlist.liquid:135: <div class=""q-media"" style=""background: var(--q-bg);""></div>
sections/form-waitlist.liquid:624: { ""type"": ""color"", ""id"": ""bg_color"", ""label"": ""Background color"", ""default"": ""#f6f7f8"" },"
CONF-079,form-waitlist,card_shadow,dead,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-card-shadow is declared from this setting and read by no rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Shared background/shadow consumption and existing full container choice repaired.,"assets/forms-sections.css:32: box-shadow: var(--q-card-shadow, 0 1px 2px rgba(0,0,0,.06));
sections/form-waitlist.liquid:68: --q-card-shadow: {% case s.card_shadow %}{% when 0 %}none{% when 1 %}0 1px 2px rgba(0,0,0,.06){% when 3 %}0 2px 4px rgba(0,0,0,.08), 0 16px 40px rgba(0,0,0,.12){% else %}0 1px 2px rgba(0,0,0,.06), 0 8px 24px rgba(0,0,0,.08){% endcase %};
sections/form-waitlist.liquid:620: { ""type"": ""range"", ""id"": ""card_shadow"", ""label"": ""Card elevation"", ""min"": 0, ""max"": 3, ""step"": 1, ""default"": 2 },"
CONF-080,header-one,--active,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--active is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/header-one.liquid:366: #HeaderOne-{{ section.id }} .qh1__nav-link--active,
sections/header-one.liquid:367: #HeaderOne-{{ section.id }} .qh1__nav-dropdown-toggle.qh1__nav-link--active{
sections/header-one.liquid:373: #HeaderOne-{{ section.id }} .qh1__nav-link--active::after,
sections/header-one.liquid:374: #HeaderOne-{{ section.id }} .qh1__nav-dropdown-toggle.qh1__nav-link--active::after{
sections/header-one.liquid:424: #HeaderOne-{{ section.id }} .qh1__dropdown-link--active{
sections/header-one.liquid:688: #HeaderOne-{{ section.id }} .qh1__mobile-link--active{
sections/header-one.liquid:973: class=""qh1__nav-dropdown-toggle{% if link.active or link.child_active %} qh1__nav-link--active{% endif %}""
sections/header-one.liquid:987: <a class=""qh1__dropdown-link{% if link.active %} qh1__dropdown-link--active{% endif %}"" href=""{{ link.url }}"" {% if link.active %}aria-current=""page""{% endif %}>
sections/header-one.liquid:994: <a class=""qh1__dropdown-link{% if child_link.active %} qh1__dropdown-link--active{% endif %}"" href=""{{ child_link.url }}"" {% if child_link.active %}aria-current=""page""{% endif %}>
sections/header-one.liquid:1002: <a class=""qh1__dropdown-link{% if grandchild_link.active %} qh1__dropdown-link--active{% endif %}"" href=""{{ grandchild_link.url }}"" {% if grandchild_link.active %}aria-current=""page""{% endif %}>"
CONF-081,header-one,--sticky,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--sticky is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/header-one.liquid:50: class=""q-header-one q-header-one--width-{{ header_width }} q-header-one--layout-{{ header_layout }} q-header-one--mobile-{{ mobile_menu_style }}{% if sticky_enabled %} q-header-one--sticky{% endif %}{% if sticky_shadow_enabled %} q-header-one--sticky-shadow{% endif %}{% if section.settings.icon_butt
sections/header-one.liquid:166: #HeaderOne-{{ section.id }}.q-header-one--sticky{
sections/header-one.liquid:170: #HeaderOne-{{ section.id }}.q-header-one--sticky:not(.q-header-one--sticky-shadow){
sections/header-one.liquid:174: #HeaderOne-{{ section.id }}.q-header-one--sticky-shadow{"
CONF-082,hero-banner,--q-btn-active-scale,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-btn-active-scale is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Border variable spelling corrected; hover opacity and active scale now have consumers.,"assets/section-hero-classic.css:204: .q-hero-classic .q-btn:active { transform: scale(var(--q-btn-active-scale, .98)); box-shadow: 0 2px 8px rgb(0 0 0 / 0.12); }
sections/hero-banner.liquid:139: --q-btn-active-scale: {{ T_btn_active_scale | default: 98 | divided_by: 100.0 }};"
CONF-083,hero-banner,--q-btn-bdr,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-btn-bdr is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Border variable spelling corrected; hover opacity and active scale now have consumers.,"assets/section-hero-classic.css:196: border-color: var(--q-btn-bdr, #111);
sections/hero-banner.liquid:133: --q-btn-bdr: {{ _btn_bdr }};"
CONF-084,hero-banner,--q-btn-hover-op,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--q-btn-hover-op is declared and read by no CSS rule,FIXED — REQUIRES LIVE SHOPIFY VERIFICATION,Border variable spelling corrected; hover opacity and active scale now have consumers.,"assets/section-hero-classic.css:202: .q-hero-classic .q-btn:hover { opacity: var(--q-btn-hover-op, 92%); transform: translateY(-1px); box-shadow: 0 6px 20px rgb(0 0 0 / 0.16); }
sections/hero-banner.liquid:138: --q-btn-hover-op: {{ T_btn_hover_op | default: 92 }}%;"
CONF-085,interactive-content-helper-cards,--flip,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--flip is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/interactive-content-helper-cards.liquid:357: #q-ce-{{ section_id }} .q-ce__card--flip .q-ce__flipbtn{
sections/interactive-content-helper-cards.liquid:362: #q-ce-{{ section_id }} .q-ce__card--flip .q-ce__flipbtn:focus-visible{
sections/interactive-content-helper-cards.liquid:376: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip .q-ce__surface{ transform-style: preserve-3d; }
sections/interactive-content-helper-cards.liquid:377: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip .q-ce__front,
sections/interactive-content-helper-cards.liquid:378: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip .q-ce__back--flip{ backface-visibility: hidden; }
sections/interactive-content-helper-cards.liquid:379: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip .q-ce__back--flip{
sections/interactive-content-helper-cards.liquid:386: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip .q-ce__surface{ transition: transform 220ms ease; }
sections/interactive-content-helper-cards.liquid:387: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""] .q-ce__card--flip.is-flipped .q-ce__surface{ transform: rotateY(180deg); }
sections/interactive-content-helper-cards.liquid:389: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""][data-flip-trigger=""hover""] .q-ce__card--flip:hover .q-ce__surface,
sections/interactive-content-helper-cards.liquid:390: #q-ce-{{ section_id }}[data-flip-fallback=""enable_flip""][data-flip-trigger=""hover""] .q-ce__card--flip:focus-within .q-ce__surface{"
CONF-086,interactive-content-helper-cards,--left,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--left is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/interactive-content-helper-cards.liquid:397: #q-ce-{{ section_id }} .q-ce__timeline--left .q-ce__titem{
sections/interactive-content-helper-cards.liquid:413: #q-ce-{{ section_id }} .q-ce__timeline--line.q-ce__timeline--left::before{
sections/interactive-content-helper-cards.liquid:453: <div class=""q-ce__timeline q-ce__timeline--{{ timeline_align }}{% if timeline_show_line %} q-ce__timeline--line{% endif %}"">"
CONF-087,interactive-content-helper-countdown-and-progress,--fill,orphan,DEAD-TOKEN,CONFIRMED DEFECT,RC-16,custom property declared from a setting and read by no rule; inert under exact re-adjudication with every gate open,--fill is declared and read by no CSS rule,NO LONGER APPLICABLE,"Current occurrences are BEM class suffixes, not custom-property declarations. See source trace.","sections/interactive-content-helper-countdown-and-progress.liquid:774: #q-campaign-{{ section.id }} .q-steps.q-steps--fill::after{
sections/interactive-content-helper-countdown-and-progress.liquid:806: if (stepsEl && shouldFill) stepsEl.classList.add('q-steps--fill');"
