Type,Component,File,Family,Dependencies,CSS Asset,JS Asset,Consumers,Schema Valid,Settings Reviewed,Preset Reviewed,Responsive Reviewed,Accessibility Reviewed,Multi-Instance Reviewed,Theme Editor Reviewed,Theme Check Reviewed,Final Disposition,Changes,Live Verification Needed,Notes
snippets,cart-addons,snippets/cart-addons.liquid,4 Product / Commerce,,,,sections/main-cart.liquid;snippets/cart-drawer.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Native removal links replace nested forms; line keys, subscription labels, escaped public properties/discounts and native quantity instructions. Subtotal/discount/total and tax notice use Shopify cart state; checkout submits cart edits. Add-ons require single variant and no required plan, with native minimum quantity; other choices link to PDP. Scoped wrap/focus/no-JS styling.","B4-FINAL, after Batch 9: Native line discounts/properties/subscription names, quantity rules/instructions and localized checkout/update/remove/add flows; add-on eligibility/settings, tax/currency display, no-JS responsive/accessibility acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,cart-drawer,snippets/cart-drawer.liquid,4 Product / Commerce,snippets/cart-addons.liquid;snippets/cart-line-item.liquid;snippets/cart-progress-bar.liquid;snippets/cart-progress-rewards.liquid;snippets/cart-summary.liquid,cart-shared.css,,layout/theme.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Reviewed existing global singleton and shared snippet contract. Strict quantity validation and in-flight guards, current-content refresh/focus preservation, stale GET cancellation and modal handoff; successful mutations distinguished from refresh errors. Native checkout retained, short-viewport overflow and long-content focus styles.","B4-FINAL, after Batch 9: Actual global drawer/native cart coexistence, repeated/failed cart requests, focus/scroll/modal transitions, localized native/AJAX carts and subscriptions, short/mobile viewports and editor lifecycle. Drawer has no own configurable reward/add-on blocks; none invented.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs; global-quick-view.cjs; Phase 3 shared-ui-tests.cjs. Explicit platform adapters; no live certification.
snippets,cart-line-item,snippets/cart-line-item.liquid,4 Product / Commerce,,,,sections/main-cart.liquid;snippets/cart-drawer.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Native removal links replace nested forms; line keys, subscription labels, escaped public properties/discounts and native quantity instructions. Subtotal/discount/total and tax notice use Shopify cart state; checkout submits cart edits. Add-ons require single variant and no required plan, with native minimum quantity; other choices link to PDP. Scoped wrap/focus/no-JS styling.","B4-FINAL, after Batch 9: Native line discounts/properties/subscription names, quantity rules/instructions and localized checkout/update/remove/add flows; add-on eligibility/settings, tax/currency display, no-JS responsive/accessibility acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,cart-progress-bar,snippets/cart-progress-bar.liquid,4 Product / Commerce,,,,snippets/cart-drawer.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Existing reward helpers retained and reviewed independently. Positive thresholds, bounded progress, escaped labels and closest higher target. Schema explicitly states that display thresholds do not create Shopify rewards/discounts.","B4-FINAL, after Batch 9: Actual active-cart currency thresholds and configured shipping/discount/gift behavior, all positions/styles, long labels, screen reader/contrast and editor acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,cart-progress-rewards,snippets/cart-progress-rewards.liquid,4 Product / Commerce,,,,sections/main-cart.liquid;snippets/cart-drawer.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Existing reward helpers retained and reviewed independently. Positive thresholds, bounded progress, escaped labels and closest higher target. Schema explicitly states that display thresholds do not create Shopify rewards/discounts.","B4-FINAL, after Batch 9: Actual active-cart currency thresholds and configured shipping/discount/gift behavior, all positions/styles, long labels, screen reader/contrast and editor acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,cart-rewards-progress-bar,snippets/cart-rewards-progress-bar.liquid,4 Product / Commerce,,,,sections/main-cart.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Existing reward helpers retained and reviewed independently. Positive thresholds, bounded progress, escaped labels and closest higher target. Schema explicitly states that display thresholds do not create Shopify rewards/discounts.","B4-FINAL, after Batch 9: Actual active-cart currency thresholds and configured shipping/discount/gift behavior, all positions/styles, long labels, screen reader/contrast and editor acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,cart-summary,snippets/cart-summary.liquid,4 Product / Commerce,,,,sections/main-cart.liquid;snippets/cart-drawer.liquid,N/A,SOURCE REVIEWED; schema-backed controls and native data contracts; live matrix queued,N/A — dependency; host configurations reviewed,SOURCE CSS/markup bounds reviewed; actual browser queued,SOURCE/Liquid/DOM review; native browser and assistive technology queued,Host-scoped identities/state reviewed in fixtures; global singleton explicitly retained where applicable,SOURCE/DOM lifecycle and editor attributes reviewed; actual Shopify editor queued,"CLI 4.8.0 exit 1, full baseline comparison retained; not clean certification",REQUIRES LIVE VERIFICATION,"Native removal links replace nested forms; line keys, subscription labels, escaped public properties/discounts and native quantity instructions. Subtotal/discount/total and tax notice use Shopify cart state; checkout submits cart edits. Add-ons require single variant and no required plan, with native minimum quantity; other choices link to PDP. Scoped wrap/focus/no-JS styling.","B4-FINAL, after Batch 9: Native line discounts/properties/subscription names, quantity rules/instructions and localized checkout/update/remove/add flows; add-on eligibility/settings, tax/currency display, no-JS responsive/accessibility acceptance.",Batch 4 individual source disposition. Evidence: validation/batch4-commerce-closure; cart-commerce.cjs. Explicit platform adapters; no live certification.
snippets,collection-card,snippets/collection-card.liquid,3 Collection / Discovery,,,,sections/featured-content-collection-spotlight.liquid;sections/feeds-collection-grid.liquid,N/A,SOURCE REVIEWED; live acceptance pending,SOURCE/LIQUID REVIEWED; visual acceptance pending,SOURCE/CSS REVIEWED; live pending,SOURCE/DOM REVIEWED; live pending,TWO-HOST LIQUID/CSS fixture pass; live pending,EDITOR ATTRIBUTES; insertion/selection live pending,CLI 4.8.0 baseline comparison; see batch3-spotlight evidence,REQUIRES LIVE VERIFICATION,"Restored existing card/CTA styles, host typography/media/colors/shadow controls, valid collection counting and complete split output, scoped CSS and editor identities; prior filter/output repairs retained.","B3-GRID and B3-SPOT: all presets/settings, five viewports, long text/media, two hosts, keyboard/screen reader, reduced motion, native carousel and real editor lifecycle.",Source findings from partial checkpoint resolved. No live Shopify/browser certification. Shared card retained in both feed and Spotlight hosts.
snippets,collection-list-card,snippets/collection-list-card.liquid,3 Collection / Discovery,,,,sections/main-collection-list.liquid,N/A,SOURCE REVIEWED; manual/all and grid/carousel fixtures PASS,Actual insertion fixture PASS; blank selections intentional,Bounded columns/peek/adapt image reviewed; browser widths pending,"Named native scroller, single link, visible focus, reduced-motion fixture PASS",Two-instance/duplicate-init fixture PASS,Selection/unload/reload fixture PASS; actual editor pending,CLI 4.8.0 checkpoint comparison; existing debt retained,REQUIRES LIVE VERIFICATION,"Correct Shopify collections iteration; scoped disposable native carousel with resize/RTL/reduced-motion/editor handling; container-aligned page heading; guarded/escaped card output; bounded mobile columns, visible focus and real peek width.","B3-LIST: manual/all modes on list-collections and other hosts; empty/populated collections; grid/carousel at 1440/1280/991/990/750/749/390/320px; 1-3 mobile columns, image ratios/overrides, long content, LTR/RTL native scroll, keyboard/screen reader, real editor add/remove/reorder/select.",Actual Liquid and DOM fixtures do not certify Shopify collection drops or browser layout. Max items remains auto-only by schema contract. Other Batch 3 entries remain NOT REVIEWED.
snippets,collection-modern-active-filters,snippets/collection-modern-active-filters.liquid,3 Collection / Discovery,snippets/section-collection-modern-utils.liquid,,,snippets/collection-modern-toolbar.liquid;snippets/collection-simple-toolbar.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-modern-compare-tray,snippets/collection-modern-compare-tray.liquid,3 Collection / Discovery,,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Retained selection tray now lists every selected product; removed misleading action that claimed comparison while navigating only to the first product. No comparison provider invented.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-empty-state,snippets/collection-modern-empty-state.liquid,3 Collection / Discovery,,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-facets,snippets/collection-modern-facets.liquid,3 Collection / Discovery,snippets/collection-modern-facets.liquid;snippets/collection-query-fields.liquid,,,snippets/collection-modern-facets.liquid;snippets/collection-simple-facets.liquid;snippets/section-collection-modern-facets.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-modern-pagination,snippets/collection-modern-pagination.liquid,3 Collection / Discovery,,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-product-card,snippets/collection-modern-product-card.liquid,3 Collection / Discovery,,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls. Batch 4 follow-up: quantity-rule minimum above one and required subscriptions route simple quick-add to product options; protected Collection Modern fragment retains its existing contract and adds an inert global native purchase template.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-quick-filters,snippets/collection-modern-quick-filters.liquid,3 Collection / Discovery,,,,snippets/collection-modern-toolbar.liquid,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-sort,snippets/collection-modern-sort.liquid,3 Collection / Discovery,snippets/collection-query-fields.liquid,,,snippets/collection-modern-toolbar.liquid;snippets/section-collection-modern-sort.liquid,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-modern-toolbar,snippets/collection-modern-toolbar.liquid,3 Collection / Discovery,snippets/collection-modern-active-filters.liquid;snippets/collection-modern-quick-filters.liquid;snippets/collection-modern-sort.liquid,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-query-fields,snippets/collection-query-fields.liquid,3 Collection / Discovery,,,,sections/main-collection-classic.liquid;snippets/collection-modern-facets.liquid;snippets/collection-modern-sort.liquid;snippets/collection-simple-toolbar.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-simple-facets,snippets/collection-simple-facets.liquid,3 Collection / Discovery,snippets/collection-modern-facets.liquid,,,sections/main-collection-simple.liquid;snippets/collection-simple-toolbar.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-simple-grid,snippets/collection-simple-grid.liquid,3 Collection / Discovery,snippets/product-card.liquid,,,,N/A,RETAINED CONTRACT SOURCE REVIEWED; no active host,N/A — dormant compatibility source,SCOPED SOURCE CSS reviewed; future host acceptance required,NATIVE CONTRACT/DOM fixture reviewed; future host acceptance required,Scoped IDs/native forms/disposable controller contract reviewed; no active host,Dormant controller unload/reload fixture; no activation approval,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,RETAINED — DORMANT SOURCE REVIEWED,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,No active root loader found. Future host activation requires full settings/visual/editor/commerce acceptance; retained architecture is not runtime certification.,"Literal and dynamic dependency trace: legacy JS can request protected Quick View and load the shared controller, but has no active repository loader. Simple host is excluded from legacy JS/CSS. Compatibility sources retained. No deletion or activation authorized."
snippets,collection-simple-pagination,snippets/collection-simple-pagination.liquid,3 Collection / Discovery,,,,sections/main-collection-simple.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-simple-product-card,snippets/collection-simple-product-card.liquid,3 Collection / Discovery,,,,sections/main-collection-simple.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls. Batch 4 follow-up: quantity-rule minimum above one and required subscriptions route simple quick-add to product options; protected Collection Modern fragment retains its existing contract and adds an inert global native purchase template.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,collection-simple-toolbar,snippets/collection-simple-toolbar.liquid,3 Collection / Discovery,snippets/collection-modern-active-filters.liquid;snippets/collection-query-fields.liquid;snippets/collection-simple-facets.liquid,,,sections/main-collection-simple.liquid,N/A,SOURCE/ACTUAL LIQUID CONTRACT REVIEWED; live pending,N/A — reviewed through consumer,SOURCE CSS/bounds/reduced-motion reviewed; live pending,SOURCE/DOM native links/forms/focus reviewed; live pending,ACTUAL LIQUID/DOM fixture pass; live pending,Controller unload/reload and source attributes reviewed; actual editor pending,CLI 4.8.0 compared in batch3-closure-batch4-card; existing debt retained,REQUIRES LIVE VERIFICATION,Native localized filter/sort/cart contracts; correct price units and result counts; scoped IDs/form ownership; source settings and card media/variant/subscription behavior; disposable pagination/drawer/quick-view controls.,"B3-COLLECTION/B3-SEARCH/B4-CARD: after Batches 4–9; all settings/presets, five viewports, real data/currency/cart, keyboard/screen reader, no JS/reduced motion, multiple instances and actual editor lifecycle.",Source/fixture acceptance only. Live Shopify/browser acceptance remains queued. Other consumers retain individual host review in their assigned batches.
snippets,contrast-text,snippets/contrast-text.liquid,9 Snippet / Asset Closure,,,,sections/3rd-party-metaobject-supplier.liquid;sections/3rd-party-powered-by.liquid;sections/3rd-party-rewards-program-cta.liquid;sections/3rd-party-warehouse-merch.liquid;sections/account-main-account-activate.liquid;sections/account-main-account-addresses.liquid;sections/account-main-account-dashboard.liquid;sections/account-main-account-login.liquid;sections/account-main-account-order-tracking.liquid;sections/account-main-account-order.liquid;sections/account-main-account-orders.liquid;sections/account-main-account-register.liquid;sections/account-main-account-reset-password.liquid;sections/call-to-action-newsletter-form.liquid;sections/call-to-action-quote-form.liquid;sections/form-compact.liquid;sections/form-newsletter.liquid;sections/form-quote-full.liquid;sections/form-search.liquid;sections/form-support-request.liquid;sections/form-waitlist.liquid;sections/hero-banner.liquid;sections/maps-basic-google-map.liquid;sections/maps-location-contact.liquid;sections/maps-service-area-map-banner.liquid;sections/maps-store-locator.liquid;sections/product-cross-sell.liquid,N/A,SOURCE REVIEWED; inputs/settings/consumer contracts individually documented in B9-C,N/A — no own schema; active settings default/min/max and consumer expressions rendered,SOURCE REVIEWED; head token sizing/container order and dormant media contracts recorded; actual geometry queued,SOURCE REVIEWED; actual-surface contrast alias corrected; composed/native-color contrast remains live,Stateless isolated Liquid rendering; shared global tokens intentionally one head owner,No JS/listeners; current layout/render consumers own editor refresh; native acceptance queued,Strict native parser PASS; existing unsuppressed baseline retained; final full comparison required,REQUIRES LIVE VERIFICATION,Honor existing bg alias after canonical background; preserve preferred 4.5 threshold and black/white fallback.,"B9-SHARED: native Shopify colors/fonts, chosen merchant values, default/min/max/zero and dark attribute, main/password layout cascade, long content/320–1440px/RTL/zoom and final foreground-background contrast; all existing consumer queues retained.",B9-C: docs/phase4/validation/batch9-c-shared-helpers/. All direct/transitive consumers and build/dynamic references recorded; no automatic deletions. Liquid/CSS/color adapters are not live certification. B9-FINAL: formally dispositioned for engineering; retained/live/owner-review limitations unchanged. Closure evidence: validation/batch9-engineering-closure/.
